,concurso,first,sec,thi,for,fif,six,labels_first,labels_sec,labels_thi,labels_for,labels_fif,labels_six
178,7.589335823170617,3.332204510175204,1.0986122886681098,3.4657359027997265,3.5263605246161616,3.6109179126442243,2.772588722239781,5,12,17,17,16,15
179,7.588829878307813,3.9512437185814275,2.6390573296152584,2.9444389791664403,2.4849066497880004,4.07753744390572,3.2188758248682006,1,1,0,6,1,1
180,7.5883236773352225,2.0794415416798357,3.1780538303479458,3.8501476017100584,3.258096538021482,2.3978952727983707,4.04305126783455,2,4,3,1,2,9
181,7.587817219993427,2.9444389791664403,4.04305126783455,3.6375861597263857,3.9889840465642745,1.3862943611198906,3.295836866004329,6,0,7,0,7,5
182,7.587310506022615,2.833213344056216,2.772588722239781,4.0943445622221,2.4849066497880004,3.9512437185814275,0.0,6,0,7,0,7,5
183,7.586803535162581,2.995732273553991,2.1972245773362196,4.07753744390572,3.9889840465642745,2.772588722239781,4.04305126783455,6,0,7,0,7,5
184,7.58629630715272,3.9889840465642745,2.302585092994046,3.9512437185814275,3.713572066704308,3.784189633918261,1.3862943611198906,1,1,0,6,1,1
185,7.585788821732034,2.302585092994046,2.8903717578961645,3.1780538303479458,1.6094379124341003,3.6635616461296463,3.9512437185814275,2,4,3,1,2,9
186,7.585281078639126,3.4011973816621555,4.07753744390572,2.995732273553991,3.4657359027997265,2.0794415416798357,3.871201010907891,0,5,5,4,11,3
187,7.584773077612199,3.5553480614894135,3.871201010907891,3.784189633918261,3.6635616461296463,3.58351893845611,3.9512437185814275,0,5,5,4,11,3
188,7.584264818389059,3.4657359027997265,3.6635616461296463,2.5649493574615367,3.9889840465642745,3.4011973816621555,3.828641396489095,0,5,5,4,11,3
